PMID	Title	Authors	Citation	First Author	Journal/Book	Publication Year	Create Date	PMCID	NIHMS ID	DOI	InEmbaseResults?
35205786	Quality of Life in the First Year of Follow-Up in a Randomized Multicenter Trial Assessing the Role of Imaging after Radical Surgery of Stage IIB-C and III Cutaneous Melanoma (TRIM Study)	"Naeser Y, Helgadottir H, Hansson J, Ingvar C, Elander NO, Flygare P, Nilsson C, Jakobsson F, Valachis A, Papantoniou D, Nordin Danfors A, Johansson H, Sundin A, Brandberg Y, Ullenhag GJ."	Cancers (Basel). 2022 Feb 18;14(4):1040. doi: 10.3390/cancers14041040.	Naeser Y	Cancers (Basel)	2022	2/25/22	PMC8869964		10.3390/cancers14041040	FALSE
8660063	Long term follow up to determine the prognostic value of imaging after urinary tract infections	Jadresic L.	Arch Dis Child. 1996 Jan;74(1):89. doi: 10.1136/adc.74.1.89.	Jadresic L	Arch Dis Child	1996	1/1/96	PMC1511578		10.1136/adc.74.1.89	TRUE
22926663	Auditory processing in remitted major depression: a long-term follow-up investigation using 3T-fMRI	"Zwanzger P, Zavorotnyy M, Diemer J, Ruland T, Domschke K, Christ M, Michael N, Pfleiderer B."	J Neural Transm (Vienna). 2012 Dec;119(12):1565-73. doi: 10.1007/s00702-012-0871-2. Epub 2012 Aug 25.	Zwanzger P	J Neural Transm (Vienna)	2012	8/29/12			10.1007/s00702-012-0871-2	FALSE
32590259	CT features in amyloidosis of the respiratory system - Comprehensive analysis in a tertiary referral center cohort	"Brandelik SC, Heussel CP, Kauczor HU, Röcken C, Huber L, Basset M, Kimmich C, Schönland SO, Hegenbart U, Nattenmüller J."	Eur J Radiol. 2020 Aug;129:109123. doi: 10.1016/j.ejrad.2020.109123. Epub 2020 Jun 13.	Brandelik SC	Eur J Radiol	2020	6/27/20			10.1016/j.ejrad.2020.109123	FALSE
11731862	Determining optimal MRI follow-up after transsphenoidal surgery for pituitary adenoma: scan at 24 hours postsurgery provides reliable information	"Kiliç T, Ekinci G, Seker A, Elmaci I, Erzen C, Pamir MN."	Acta Neurochir (Wien). 2001 Nov;143(11):1103-26. doi: 10.1007/s007010100002.	Kiliç T	Acta Neurochir (Wien)	2001	12/4/01			10.1007/s007010100002	TRUE
37439446	"Improvement in neck ultrasound report quality following the implementation of European Thyroid Association guidelines for postoperative cervical ultrasound for thyroid cancer follow-up, a prospective population study"	"Wu J, Hu X, Seal P, Amin P, Diederichs B, Paschke R."	Eur Thyroid J. 2023 Aug 11;12(5):e230110. doi: 10.1530/ETJ-23-0110.	Wu J	Eur Thyroid J	2023	7/13/23	PMC10448586		10.1530/ETJ-23-0110	FALSE
21975397	Bone metastasis from thyroid cancer diagnosed by I-131 whole-body scan without identifiable lesion in the thyroid	"Wang J, Liu B, Zhao Z, Kuang A."	Clin Nucl Med. 2011 Nov;36(11):1033-5. doi: 10.1097/RLU.0b013e3182291acd.	Wang J	Clin Nucl Med	2011	10/7/11			10.1097/RLU.0b013e3182291acd	TRUE
31216179	A systematic review on incidental findings in cone beam computed tomography (CBCT) scans	"Dief S, Veitz-Keenan A, Amintavakoli N, McGowan R."	Dentomaxillofac Radiol. 2019 Oct;48(7):20180396. doi: 10.1259/dmfr.20180396. Epub 2019 Jun 28.	Dief S	Dentomaxillofac Radiol	2019	6/20/19	PMC6775789		10.1259/dmfr.20180396	TRUE
33377416	Management and Outcomes of Suspected Infectious and Inflammatory Lung Abnormalities Identified on Lung Cancer Screening CT	"Mendoza DP, Chintanapakdee W, Zhang EW, Gilman MD, Lennes IT, Frank AJ, Shepard JO, Digumarthy SR."	AJR Am J Roentgenol. 2021 Nov;217(5):1083-1092. doi: 10.2214/AJR.20.25124. Epub 2020 Dec 30.	Mendoza DP	AJR Am J Roentgenol	2021	12/30/20			10.2214/AJR.20.25124	FALSE
34326176	Six Month Follow-up of Patients With Multi-System Inflammatory Syndrome in Children	"Capone CA, Misra N, Ganigara M, Epstein S, Rajan S, Acharya SS, Hayes DA, Kearney MB, Romano A, Friedman RA, Blaufox AD, Cooper R, Schleien C, Mitchell E."	Pediatrics. 2021 Oct;148(4):e2021050973. doi: 10.1542/peds.2021-050973. Epub 2021 Jul 29.	Capone CA	Pediatrics	2021	7/30/21			10.1542/peds.2021-050973	FALSE
10361664	Hardware failure in an unconstrained lumbar pedicle screw system. A 2-year follow-up study	"Wetzel FT, Brustein M, Phillips FM, Trott S."	Spine (Phila Pa 1976). 1999 Jun 1;24(11):1138-43. doi: 10.1097/00007632-199906010-00014.	Wetzel FT	Spine (Phila Pa 1976)	1999	6/11/99			10.1097/00007632-199906010-00014	FALSE
24424558	Incidentally detected lung nodules: clinical predictors of adherence to Fleischner Society surveillance guidelines	"Ridge CA, Hobbs BD, Bukoye BA, Aronson MD, Boiselle PM, Leffler DA, Sternberg SB, Roberts DH."	J Comput Assist Tomogr. 2014 Jan-Feb;38(1):89-95. doi: 10.1097/RCT.0b013e3182a939a5.	Ridge CA	J Comput Assist Tomogr	2014	1/16/14			10.1097/RCT.0b013e3182a939a5	FALSE
30523373	Caveat regarding CMS Merit-based Incentive Payment Systems incidental adrenal nodule measure	"Holman J, Salvatori R, Fishman EK, Johnson PT."	Abdom Radiol (NY). 2019 Mar;44(3):1152-1154. doi: 10.1007/s00261-018-1834-3.	Holman J	Abdom Radiol (NY)	2019	12/8/18			10.1007/s00261-018-1834-3	TRUE
38125021	A deep learning-based semiautomated workflow for triaging follow-up MR scans in treated nasopharyngeal carcinoma	"Huang YY, Deng YS, Liu Y, Qiang MY, Qiu WZ, Xia WX, Jing BZ, Feng CY, Chen HH, Cao X, Zhou JY, Huang HY, Zhan ZJ, Deng Y, Tang LQ, Mai HQ, Sun Y, Xie CM, Guo X, Ke LR, Lv X, Li CF."	iScience. 2023 Oct 29;26(12):108347. doi: 10.1016/j.isci.2023.108347. eCollection 2023 Dec 15.	Huang YY	iScience	2023	12/21/23	PMC10730347		10.1016/j.isci.2023.108347	FALSE
37333738	"Deep Venous Arterialization: Background, Patient Selection, Technique, Outcomes and Follow-up, and Future Implementation"	"Zaman N, Rundback J."	Semin Intervent Radiol. 2023 Jun 16;40(2):183-192. doi: 10.1055/s-0043-57264. eCollection 2023 Apr.	Zaman N	Semin Intervent Radiol	2023	6/19/23	PMC10275674		10.1055/s-0043-57264	FALSE
9234098	Hyperplasia of the mandibular coronoid process: long-term follow-up after coronoidotomy	"Gerbino G, Bianchi SD, Bernardi M, Berrone S."	J Craniomaxillofac Surg. 1997 Jun;25(3):169-73. doi: 10.1016/s1010-5182(97)80010-8.	Gerbino G	J Craniomaxillofac Surg	1997	6/1/97			10.1016/s1010-5182(97)80010-8	TRUE
38763443	Global Health Initiatives: International Physician-to-Physician Consultation Programs	"Goldberg-Stein S, Varghese J, Wang JJ, Berkowitz J, Armstrong B, Hatcher M, Hirschorn D, Barish M."	J Am Coll Radiol. 2024 Aug;21(8):1239-1247. doi: 10.1016/j.jacr.2024.04.023. Epub 2024 May 17.	Goldberg-Stein S	J Am Coll Radiol	2024	5/19/24			10.1016/j.jacr.2024.04.023	FALSE
30064891	Recommendations in Clinical (18)F-Fluoro-2-Deoxy-D-Glucose PET/CT Reports: Referring Physicians' Compliance and Diagnostic Yield	"Alesawi HM, Kwee TC, Glaudemans AWJM, Yakar D."	J Am Coll Radiol. 2018 Sep;15(9):1269-1275. doi: 10.1016/j.jacr.2018.05.039. Epub 2018 Jul 29.	Alesawi HM	J Am Coll Radiol	2018	8/2/18			10.1016/j.jacr.2018.05.039	TRUE
29729846	"Patient safety in external beam radiotherapy, results of the ACCIRAD project: Recommendations for radiotherapy institutions and national authorities on assessing risks and analysing adverse error-events and near misses"	"Malicki J, Bly R, Bulot M, Godet JL, Jahnen A, Krengli M, Maingon P, Prieto Martin C, Skrobala A, Valero M, Jarvinen H."	Radiother Oncol. 2018 May;127(2):164-170. doi: 10.1016/j.radonc.2018.04.006. Epub 2018 May 2.	Malicki J	Radiother Oncol	2018	5/7/18			10.1016/j.radonc.2018.04.006	TRUE
28476220	Incidental Finding of an Arterio-arterial Fistula Between Non-bronchial Systemic Arteries and a Pulmonary Artery in a Cancer patient	"Gorospe Sarasúa L, Patricia Ovejero-Díaz A, María Muñoz-Molina G."	Arch Bronconeumol. 2017 Oct;53(10):587. doi: 10.1016/j.arbres.2017.03.016. Epub 2017 May 2.	Gorospe Sarasúa L	Arch Bronconeumol	2017	5/7/17			10.1016/j.arbres.2017.03.016	FALSE
25979226	Quality assessment of orthodontic radiography in children	"Pakbaznejad Esmaeili E, Ekholm M, Haukka J, Waltimo-Sirén J."	Eur J Orthod. 2016 Feb;38(1):96-102. doi: 10.1093/ejo/cjv033. Epub 2015 May 14.	Pakbaznejad Esmaeili E	Eur J Orthod	2016	5/17/15			10.1093/ejo/cjv033	FALSE
11700446	"Determination of the ""incidental"" Lund score for the staging of chronic rhinosinusitis"	"Ashraf N, Bhattacharyya N."	Otolaryngol Head Neck Surg. 2001 Nov;125(5):483-6. doi: 10.1067/mhn.2001.119324.	Ashraf N	Otolaryngol Head Neck Surg	2001	11/9/01			10.1067/mhn.2001.119324	TRUE
8202803	Prevalence of incidental intraspinal lipoma of the lumbosacral spine as determined by MRI	"Brown E, Matthes JC, Bazan C 3rd, Jinkins JR."	Spine (Phila Pa 1976). 1994 Apr 1;19(7):833-6. doi: 10.1097/00007632-199404000-00018.	Brown E	Spine (Phila Pa 1976)	1994	4/1/94			10.1097/00007632-199404000-00018	TRUE
23246277	Radiographic results of fully uncemented trabecular metal reverse shoulder system at 1 and 2 years' follow-up	"Bogle A, Budge M, Richman A, Miller RJ, Wiater JM, Voloshin I."	J Shoulder Elbow Surg. 2013 Apr;22(4):e20-5. doi: 10.1016/j.jse.2012.08.019. Epub 2012 Dec 12.	Bogle A	J Shoulder Elbow Surg	2013	12/19/12			10.1016/j.jse.2012.08.019	FALSE
20623690	Callosal tissue loss in multiple system atrophy--a one-year follow-up study	"Minnerop M, Lüders E, Specht K, Ruhlmann J, Schimke N, Thompson PM, Chou YY, Toga AW, Abele M, Wüllner U, Klockgether T."	Mov Disord. 2010 Nov 15;25(15):2613-20. doi: 10.1002/mds.23318.	Minnerop M	Mov Disord	2010	7/13/10	PMC2989455	NIHMS212107	10.1002/mds.23318	FALSE
23524382	Pedicle screw implantation in the thoracic and lumbar spine of 1-4-year-old children: evaluating the safety and accuracy by a computer tomography follow-up	"Li J, Lü GH, Wang B, Wang XB, Lu C, Kang YJ."	J Spinal Disord Tech. 2013 Apr;26(2):E46-52. doi: 10.1097/BSD.0b013e31825d5c87.	Li J	J Spinal Disord Tech	2013	3/26/13			10.1097/BSD.0b013e31825d5c87	FALSE
22000574	Follow-up of a modular rotating hinge knee system in salvage revision total knee arthroplasty	"Neumann DR, Hofstaedter T, Dorn U."	J Arthroplasty. 2012 May;27(5):814-9. doi: 10.1016/j.arth.2011.08.015. Epub 2011 Oct 13.	Neumann DR	J Arthroplasty	2012	10/18/11			10.1016/j.arth.2011.08.015	FALSE
34347112	Do Ahlbäck scores identify subgroups with different magnitudes of cartilage thickness loss in patients with moderate to severe radiographic osteoarthritis? One-year follow-up data from the Osteoarthritis Initiative	"Hangaard S, Boesen M, Bliddal H, Wirth W."	Skeletal Radiol. 2022 Apr;51(4):777-782. doi: 10.1007/s00256-021-03871-z. Epub 2021 Aug 4.	Hangaard S	Skeletal Radiol	2022	8/4/21			10.1007/s00256-021-03871-z	TRUE
17364361	Audiological performance after cochlear implantation: a 2-year follow-up in children with inner ear malformations	"Van Wermeskerken GK, Dunnebier EA, Van Olphen AF, Van Zanten BA, Albers FW."	Acta Otolaryngol. 2007 Mar;127(3):252-7. doi: 10.1080/00016480600895060.	Van Wermeskerken GK	Acta Otolaryngol	2007	3/17/07			10.1080/00016480600895060	TRUE
20093600	Identification of bleeding sites in patients with postpartum hemorrhage: MDCT compared with angiography	"Lee NK, Kim S, Kim CW, Lee JW, Jeon UB, Suh DS."	AJR Am J Roentgenol. 2010 Feb;194(2):383-90. doi: 10.2214/AJR.09.3073.	Lee NK	AJR Am J Roentgenol	2010	1/23/10			10.2214/AJR.09.3073	FALSE
20497314	Measurement of porto-systemic shunting in mice by novel three-dimensional micro-single photon emission computed tomography imaging enabling longitudinal follow-up	"Van Steenkiste C, Staelens S, Deleye S, De Vos F, Vandenberghe S, Geerts A, Van de Wiele C, De Vos M, Van Vlierberghe H, Colle I."	Liver Int. 2010 Sep;30(8):1211-20. doi: 10.1111/j.1478-3231.2010.02276.x. Epub 2010 May 23.	Van Steenkiste C	Liver Int	2010	5/26/10			10.1111/j.1478-3231.2010.02276.x	TRUE
28391518	Discovery Elbow System: clinical and radiological results after 2- to 10-year follow-up	"Hänninen P, Niinimäki T, Flinkkilä T, Niinimäki J, Ohtonen P, Yli-Luukko S, Leppilahti J."	Eur J Orthop Surg Traumatol. 2017 Oct;27(7):901-907. doi: 10.1007/s00590-017-1954-4. Epub 2017 Apr 8.	Hänninen P	Eur J Orthop Surg Traumatol	2017	4/10/17			10.1007/s00590-017-1954-4	TRUE
20100688	First alert for recurrence during follow-up after potentially curative resection for colorectal carcinoma: CA 19-9 should be included in surveillance programs	"Kawamura YJ, Tokumitsu A, Mizokami K, Sasaki J, Tsujinaka S, Konishi F."	Clin Colorectal Cancer. 2010 Jan;9(1):48-51. doi: 10.3816/CCC.2010.n.006.	Kawamura YJ	Clin Colorectal Cancer	2010	1/27/10			10.3816/CCC.2010.n.006	TRUE
15457780	"Anterior universal spine system for adolescent idiopathic scoliosis: a follow-up study using scoliometer, real-time ultrasound and radiographs"	"Burwell RG, Aujla KK, Cole AA, Kirby AS, Pratt KK, Webb JK, Moulton A."	Stud Health Technol Inform. 2002;91:473-6.	Burwell RG	Stud Health Technol Inform	2002	10/2/04				TRUE
38658644	Quantitative analysis and stochastic modeling of osteophyte formation and growth process on human vertebrae based on radiographs: a follow-up study	"Wu T, Wang C, Li K."	Sci Rep. 2024 Apr 24;14(1):9393. doi: 10.1038/s41598-024-60212-5.	Wu T	Sci Rep	2024	4/24/24	PMC11043460		10.1038/s41598-024-60212-5	TRUE
15297629	Functional MRI follow-up study of language processes in healthy subjects and during recovery in a case of aphasia	"Fernandez B, Cardebat D, Demonet JF, Joseph PA, Mazaux JM, Barat M, Allard M."	Stroke. 2004 Sep;35(9):2171-6. doi: 10.1161/01.STR.0000139323.76769.b0. Epub 2004 Aug 5.	Fernandez B	Stroke	2004	8/7/04			10.1161/01.STR.0000139323.76769.b0	TRUE
38191549	Identifying misdiagnosed bipolar disorder using support vector machine: feature selection based on fMRI of follow-up confirmed affective disorders	"Jiang X, Cao B, Li C, Jia L, Jing Y, Cai W, Zhao W, Sun Q, Wu F, Kong L, Tang Y."	Transl Psychiatry. 2024 Jan 8;14(1):9. doi: 10.1038/s41398-023-02703-z.	Jiang X	Transl Psychiatry	2024	1/8/24	PMC10774279		10.1038/s41398-023-02703-z	FALSE
28261533	Cost-Effective Mobile-Based Healthcare System for Managing Total Joint Arthroplasty Follow-Up	"Bitsaki M, Koutras G, Heep H, Koutras C."	Healthc Inform Res. 2017 Jan;23(1):67-73. doi: 10.4258/hir.2017.23.1.67. Epub 2017 Jan 31.	Bitsaki M	Healthc Inform Res	2017	3/7/17	PMC5334134		10.4258/hir.2017.23.1.67	FALSE
20195597	Two-year migration results of the ReCap hip resurfacing system-a radiostereometric follow-up study of 23 hips	"Baad-Hansen T, Storgaard Jakobsen S, Soballe K."	Int Orthop. 2011 Apr;35(4):497-502. doi: 10.1007/s00264-010-0976-x. Epub 2010 Feb 27.	Baad-Hansen T	Int Orthop	2011	3/3/10	PMC3066327		10.1007/s00264-010-0976-x	FALSE
31762330	Management of incidental pulmonary nodules: current strategies and future perspectives	"Kim TJ, Kim CH, Lee HY, Chung MJ, Shin SH, Lee KJ, Lee KS."	Expert Rev Respir Med. 2020 Feb;14(2):173-194. doi: 10.1080/17476348.2020.1697853. Epub 2019 Dec 3.	Kim TJ	Expert Rev Respir Med	2020	11/26/19			10.1080/17476348.2020.1697853	TRUE
30528378	Imaging in Suspected Renal-Cell Carcinoma: Systematic Review	"Vogel C, Ziegelmüller B, Ljungberg B, Bensalah K, Bex A, Canfield S, Giles RH, Hora M, Kuczyk MA, Merseburger AS, Powles T, Albiges L, Stewart F, Volpe A, Graser A, Schlemmer M, Yuan C, Lam T, Staehler M."	Clin Genitourin Cancer. 2019 Apr;17(2):e345-e355. doi: 10.1016/j.clgc.2018.07.024. Epub 2018 Aug 11.	Vogel C	Clin Genitourin Cancer	2019	12/12/18			10.1016/j.clgc.2018.07.024	FALSE
26099873	Repeat Surgery After Ureteroscopic Laser Lithotripsy With Attempted Complete Extraction of Fragments: Long-term Follow-up	"Portis AJ, Laliberte MA, Heinisch A."	Urology. 2015 Jun;85(6):1272-8. doi: 10.1016/j.urology.2015.03.019.	Portis AJ	Urology	2015	6/24/15			10.1016/j.urology.2015.03.019	TRUE
33151033	A correlation study between thyroid imaging report and data systems and the Bethesda system for reporting thyroid cytology with surgical follow-up - an ultrasound-trained cytopathologist's experience	Wu M.	Diagn Cytopathol. 2021 Apr;49(4):494-499. doi: 10.1002/dc.24644. Epub 2020 Nov 5.	Wu M	Diagn Cytopathol	2021	11/5/20			10.1002/dc.24644	FALSE
39291994	Standardizing Multidisciplinary Case Conferences and Improving Communication Between Referring Physicians and Radiologists: A Quality Improvement Initiative	"Elias Z, Tarique U, Veit-Haibach P, Kielar AZ."	Can Assoc Radiol J. 2025 May;76(2):203-211. doi: 10.1177/08465371241281055. Epub 2024 Sep 18.	Elias Z	Can Assoc Radiol J	2025	9/18/24			10.1177/08465371241281055	FALSE
19513963	Image data compression in diagnostic imaging: international literature review and workflow recommendation	"Braunschweig R, Kaden I, Schwarzer J, Sprengel C, Klose K."	Rofo. 2009 Jul;181(7):629-36. doi: 10.1055/s-0028-1109341. Epub 2009 Jun 9.	Braunschweig R	Rofo	2009	6/11/09			10.1055/s-0028-1109341	TRUE
38663250	Incidental diagnosis of lung cancer on chest CT scan performed for suspected or documented COVID-19 infection	"Wang P, Martel P, Hajjam ME, Grimaldi L, Giroux Leprieur E; ’AP-HP / Universities / Inserm COVID-19 research collaboration and AP-HP Covid CDW Initiative."	Respir Med Res. 2024 Jun;85:101084. doi: 10.1016/j.resmer.2024.101084. Epub 2024 Jan 12.	Wang P	Respir Med Res	2024	4/25/24			10.1016/j.resmer.2024.101084	FALSE
29865886	The Infinity Total Ankle System: Early Clinical Results With 2- to 4-Year Follow-up	"Penner M, Davis WH, Wing K, Bemenderfer T, Waly F, Anderson RB."	Foot Ankle Spec. 2019 Apr;12(2):159-166. doi: 10.1177/1938640018777601. Epub 2018 Jun 4.	Penner M	Foot Ankle Spec	2019	6/6/18	PMC6507063		10.1177/1938640018777601	TRUE
11847619	Minimum 5-year follow-up and radiologic analysis of the all-polyethylene tibial component of the Kinemax Plus system	"Forster MC, Kothari P, Howard PW."	J Arthroplasty. 2002 Feb;17(2):196-200. doi: 10.1054/arth.2002.30283.	Forster MC	J Arthroplasty	2002	2/16/02			10.1054/arth.2002.30283	TRUE
40020264	Incidence of Significant Prostate Cancer in the Follow-Up of Patients With Suspicious Lesion on MRI and Negative Targeted and systematic Biopsies	"Siebert C, Nguyen TA, Fourcade A, Zambon A, Saout K, Deruelle C, Joulin V, Tissot V, Doucet L, Fournier G, Valeri A."	Clin Genitourin Cancer. 2025 Apr;23(2):102308. doi: 10.1016/j.clgc.2025.102308. Epub 2025 Jan 30.	Siebert C	Clin Genitourin Cancer	2025	2/28/25			10.1016/j.clgc.2025.102308	TRUE
39776310	"Ability of Orthodontists to Detect, Interpret and Propose Management Strategies for Incidental Findings on Pre-Treatment Panoramic Radiographs"	"Edmonds M, Perschbacher S, Cioffi I, Magalhaes M."	Orthod Craniofac Res. 2025 Jun;28(3):449-457. doi: 10.1111/ocr.12897. Epub 2025 Jan 8.	Edmonds M	Orthod Craniofac Res	2025	1/8/25			10.1111/ocr.12897	TRUE
27876256	Do Changes in the Production Process Affect the Outcome of Ceramic Liners: A 3-Year Follow-Up Study	"Schmidt-Braekling T, Renner L, Mintz DN, Waldstein W, Endo Y, Boettner F."	J Arthroplasty. 2017 Apr;32(4):1314-1317. doi: 10.1016/j.arth.2016.10.016. Epub 2016 Oct 20.	Schmidt-Braekling T	J Arthroplasty	2017	11/24/16			10.1016/j.arth.2016.10.016	TRUE
27606078	Incidental nodule management-should there be a formal process?	"Sethi S, Parrish S."	J Thorac Dis. 2016 Jul;8(Suppl 6):S494-7. doi: 10.21037/jtd.2016.05.48.	Sethi S	J Thorac Dis	2016	9/9/16	PMC4990673		10.21037/jtd.2016.05.48	FALSE
38798946	Participant perspectives on management and communication of incidental findings identified on radiographic imaging performed during a clinical research trial: A single site pilot study	"Walpert AR, Dunderdale C, Srinivasa S, Looby SE."	Contemp Clin Trials Commun. 2024 May 16;39:101305. doi: 10.1016/j.conctc.2024.101305. eCollection 2024 Jun.	Walpert AR	Contemp Clin Trials Commun	2024	5/27/24	PMC11127463		10.1016/j.conctc.2024.101305	FALSE
12195906	Changes in patellar tracking after total knee arthroplasty: 10-year follow-up of Miller-Galante I knees	"Miyagi T, Matsuda S, Miura H, Nagamine R, Urabe K, Inoue S, Iwamoto Y."	Orthopedics. 2002 Aug;25(8):811-3. doi: 10.3928/0147-7447-20020801-10.	Miyagi T	Orthopedics	2002	8/28/02			10.3928/0147-7447-20020801-10	FALSE
39085531	Standardised and structured reporting in fetal magnetic resonance imaging: recommendations from the Fetal Task Force of the European Society of Paediatric Radiology	"Sofia C, Aertsen M, Garel C, Cassart M."	Pediatr Radiol. 2024 Sep;54(10):1566-1578. doi: 10.1007/s00247-024-06010-7. Epub 2024 Aug 1.	Sofia C	Pediatr Radiol	2024	7/31/24			10.1007/s00247-024-06010-7	TRUE
39578142	Systematizing the risk management process in clinical radiotherapy practice: Recommendations of the working group on risk management of the DGMP	"Kornek D, Hoinkis C, Milickovic N, Lange A, Knak A, März M, Möller ML, Buchgeister M."	Z Med Phys. 2024 Nov 21:S0939-3889(24)00112-0. doi: 10.1016/j.zemedi.2024.11.001. Online ahead of print.	Kornek D	Z Med Phys	2024	11/22/24			10.1016/j.zemedi.2024.11.001	FALSE
27108301	CT screening for lung cancer: Frequency of enlarged adrenal glands identified in baseline and annual repeat rounds	"Hu M, Yip R, Yankelevitz DY, Henschke CI."	Eur Radiol. 2016 Dec;26(12):4475-4481. doi: 10.1007/s00330-016-4331-5. Epub 2016 Apr 23.	Hu M	Eur Radiol	2016	4/25/16			10.1007/s00330-016-4331-5	FALSE
24132766	Comparison of three software systems for semi-automatic volumetry of pulmonary nodules on baseline and follow-up CT examinations	"Zhao YR, van Ooijen PM, Dorrius MD, Heuvelmans M, de Bock GH, Vliegenthart R, Oudkerk M."	Acta Radiol. 2014 Jul;55(6):691-8. doi: 10.1177/0284185113508177. Epub 2013 Oct 16.	Zhao YR	Acta Radiol	2014	10/18/13			10.1177/0284185113508177	TRUE
21913945	Incidental extracardiac findings in cardiac computed tomography performed before radiofrequency ablation of atrial fibrillation	"Martins RP, Muresan L, Sellal JM, Mandry D, Régent D, Jarmouni S, Groben L, Zinzius PY, Schwartz J, Brembilla-Perrot B, Magnin-Poul I, Andronache M, Aliot E, De Chillou C."	Pacing Clin Electrophysiol. 2011 Dec;34(12):1665-70. doi: 10.1111/j.1540-8159.2011.03194.x. Epub 2011 Sep 13.	Martins RP	Pacing Clin Electrophysiol	2011	9/15/11			10.1111/j.1540-8159.2011.03194.x	TRUE
32798063	Radiation Fractionation Schedules Published During the COVID-19 Pandemic: A Systematic Review of the Quality of Evidence and Recommendations for Future Development	"Thomson DJ, Yom SS, Saeed H, El Naqa I, Ballas L, Bentzen SM, Chao ST, Choudhury A, Coles CE, Dover L, Guadagnolo BA, Guckenberger M, Hoskin P, Jabbour SK, Katz MS, Mukherjee S, Rembielak A, Sebag-Montefiore D, Sher DJ, Terezakis SA, Thomas TV, Vogel J, Estes C."	Int J Radiat Oncol Biol Phys. 2020 Oct 1;108(2):379-389. doi: 10.1016/j.ijrobp.2020.06.054. Epub 2020 Aug 11.	Thomson DJ	Int J Radiat Oncol Biol Phys	2020	8/17/20	PMC7834196		10.1016/j.ijrobp.2020.06.054	TRUE
22492213	"Impact of DaTscan SPECT imaging on clinical management, diagnosis, confidence of diagnosis, quality of life, health resource use and safety in patients with clinically uncertain parkinsonian syndromes: a prospective 1-year follow-up of an open-label controlled study"	"Kupsch AR, Bajaj N, Weiland F, Tartaglione A, Klutmann S, Buitendyk M, Sherwin P, Tate A, Grachev ID."	J Neurol Neurosurg Psychiatry. 2012 Jun;83(6):620-8. doi: 10.1136/jnnp-2011-301695. Epub 2012 Apr 6.	Kupsch AR	J Neurol Neurosurg Psychiatry	2012	4/12/12			10.1136/jnnp-2011-301695	TRUE
29698248	Simultaneous Blood Glucose Monitoring During Gastric-Emptying Scintigraphy May Identify Unsuspected Abnormalities	"McWhorter NE, Abazid L, Gorzell BC, Lynch JL, Salman UA, Metter DF, Phillips WT."	Clin Nucl Med. 2018 Jun;43(6):411-419. doi: 10.1097/RLU.0000000000002084.	McWhorter NE	Clin Nucl Med	2018	4/27/18			10.1097/RLU.0000000000002084	FALSE
34537406	Percutaneous Endoscopic Posterior Decompression for Therapy of Spinal Cord Compression Due to Ossification of the Ligamentum Flavum: A Long-Term Follow-up	"Zheng C, Liao Z, Chen HZ."	World Neurosurg. 2021 Dec;156:e249-e253. doi: 10.1016/j.wneu.2021.09.044. Epub 2021 Sep 17.	Zheng C	World Neurosurg	2021	9/19/21			10.1016/j.wneu.2021.09.044	FALSE
34374421	"Combined lumbar spine MRI and CT appropriateness checklist: a quality improvement project in Saskatchewan, Canada"	"Madani Larijani M, Azizian A, Carr T, Adams SJ, Groot G."	Int J Qual Health Care. 2021 Aug 28;33(3):mzab120. doi: 10.1093/intqhc/mzab120.	Madani Larijani M	Int J Qual Health Care	2021	8/10/21	PMC8398757		10.1093/intqhc/mzab120	FALSE
35125461	3D Radiological Outcomes and Quality of Life of Patients With Moderate Idiopathic Scoliosis Treated With Anterior Vertebral Growth Modulation Versus Bracing: Two-Year Follow-up	"Duarte MP, Aubin CE, Cobetto N, Roy-Beaudry M, Bellefleur C, Turgeon I, Labelle H, Guy A, Barchi S, Parent S."	Spine (Phila Pa 1976). 2022 Aug 1;47(15):1063-1070. doi: 10.1097/BRS.0000000000004335. Epub 2022 Feb 3.	Duarte MP	Spine (Phila Pa 1976)	2022	2/7/22			10.1097/BRS.0000000000004335	TRUE
27647684	Health-related quality-of-life outcome in patients with idiopathic normal-pressure hydrocephalus - a 1-year follow-up study	"Junkkari A, Häyrinen A, Rauramaa T, Sintonen H, Nerg O, Koivisto AM, Roine RP, Viinamäki H, Soininen H, Luikku A, Jääskeläinen JE, Leinonen V."	Eur J Neurol. 2017 Jan;24(1):58-66. doi: 10.1111/ene.13130. Epub 2016 Sep 19.	Junkkari A	Eur J Neurol	2017	9/21/16			10.1111/ene.13130	TRUE
17599482	Forty-one-month follow-up of the Symmetry aortic connector system for proximal venous anastomosis	"Bergmann P, Meszaros K, Huber S, Oberwalder P, Mächler H, Schaffler G, Rienmueller R, Rigler B."	J Thorac Cardiovasc Surg. 2007 Jul;134(1):23-8. doi: 10.1016/j.jtcvs.2007.02.007.	Bergmann P	J Thorac Cardiovasc Surg	2007	6/30/07			10.1016/j.jtcvs.2007.02.007	TRUE
